Headline,Body ID
"NATO should defend nonmbers",90558
"Marijuana is a gateway drug",93218
"Companies can be trusted",92434
"Home schoolers deserve a tax break",92045
"Royal Couple could be a modern family",93738
"Drone attacks make more harm",93354
"Miss America is bad for women",91388
"Farms could survive without illegal labor",94294
"No, it can't denounce",92662
"Supreme court is not too powerful",91401
"Vaccination should be mandatory for all children",91201
"Students should be taught cursive",90828
"Kurds are allies in SyriaAllies",94170
"The threat has been exaggerated",92208
"Wealthy colleges deserve tax breaks",90217
"Companies can be trusted",94147
"Companies can excel without making workers miserable",91723
"Women should be encouraged to have kids at home",92732
"Comment sections have failed",92143
"Big banks are not out of control",93180
"Veganism is good for everyone",90080
"Online classes are not the best way to teach",91993
"Medicare doesn't need to be reformed",93445
"Supporting Israel helps",91765
"Colleges do not need humanities programs",93294
"Online classes are not the best way to teach",92824
"Home schoolers deserve a tax break",91899
"Companies can excel without making workers miserable",90084
"No, it can't denounce",90839
"Veganism is good for everyone",92717
"Salt should have a place at the table",93451
"Fees are necessary",91320
"It is fair to rate professors online",94004
"Dual citizenship should be allowed",90833
"Dual citizenship should be allowed",92554
"Drone attacks make more harm",93716
"Home-schoolers should not play for high school teams",94419
"Overcrowded national parks should have restricted access",92535
"Christians have created a harmful atmosphere for gays",92898
"Former colonial powers should not pay reparations",92867
"We don't need the C.I.A.",90569
"Overcrowding is a legitimate threat",91383
"No, it can't denounce",92543
"We don't need the C.I.A.",92545
"Big banks are not out of control",91122
"Veganism is good for everyone",90073
"Machines are gaining the upper hand on humans",93508
"Government should grade colleges",93146
"Computer-generated imagery is enhancing cinema",90402
"Open office layout should be reconsidered",91010
"Companies can be trusted",93762
"New York's bike lanes are not working",91243
"Keep selling arms to Taiwan",93680
"Colleges do not need humanities programs",93012
"Students should be taught cursive",91409
"Parents should make vacation with kids",91451
"Felons should be allowed to vote",92731
"Europe should not shun refugees",91799
"Obamacare is not working",90128
"Tenure protects bad teachers",91891
"Economists are not overrated",94036
"Government should not regulate airline industry again",94170
"Home-schoolers should not play for high school teams",90268
"Mother Teresa should be canonized",92247
"Supreme court is not too powerful",92504
"Farms could survive without illegal labor",93585
"Immigration is not really a problem",93523
"New York's bike lanes are not working",91472
"Comment sections have failed",92157
"It should be illegal to declaw your cat",93338
"Fraternities and sororities should be co-ed",92652
"Comment sections have failed",92386
"New York's bike lanes are not working",90225
"Same-sex colleges are outdated",93295
"We don't need the C.I.A.",93580
"Nations should not recognize a Palestinian state",93556
"Electric cars will not succeed",93015
"Helping condo developers help the city",93208
"Home schoolers deserve a tax break",92709
"Rock Hall of Fame doesn't matter",93980
"Women should delay motherhood",92009
"Salt should have a place at the table",90989
"College should be free",90939
"Mother Teresa should be canonized",92618
"Comment sections have failed",90624
"College students' votes do matter in an election",93186
"The bar is not too low to get into law school",93420
"Not to tip",91936
"State citizenship is not the answer to immigration reform",91760
"Police is reacting to dangers",94422
"Christians have created a harmful atmosphere for gays",90384
"Government should grade colleges",93387
"Home schoolers deserve a tax break",94341
"Turkey belongs to NATO",94236
"Students should live off campus",92154
"Greece will destroy the Euro Zone",93753
"Vaccination should be mandatory for all children",93275
"Modern men are manly enough",91020
"Farm subsidies do not protect national security",91788
"Obamacare is not sustainable",94156
"Europe should not shun refugees",91542
"State citizenship is not the answer to immigration reform",91763
"Colleges do not need humanities programs",92847
"Modern men are manly enough",90493
"Companies can be trusted",93918
"Guns should be permitted on college campuses",93622
"Charter schools are cherry-picking students",93243
"Farm subsidies do not protect national security",92413
"No, it can't denounce",92574
"Christians have created a harmful atmosphere for gays",93065
"Queen Elizabeth II should not step down",92897
"New York's bike lanes are not working",93543
"Drug addicts should be forced into treatment",92829
"3-D printing will change the world",90050
"Beachfront homes should have to open their land to the public",90742
"Streaming is good for musicians",94396
"Extreme parenting is counterproductive",91918
"Veganism is good for everyone",90099
"It should be illegal to declaw your cat",90712
"Comment sections have failed",91246
"Parents should control what kids learn at school",90965
"Europe should not shun refugees",93894
"Abolish Birthright Citizenship",91723
"Christians have created a harmful atmosphere for gays",90765
"Home-schoolers should not play for high school teams",90416
"Turkey belongs to NATO",91936
"Home schoolers deserve a tax break",90050
"Immigration is not really a problem",94151
"States do not need special schools for the deaf",91446
"Veganism is good for everyone",90071
"Nuclear power is not the answer to climate change",94324
"We do not need professional critics",90731
"Unpaid intenship exploit college students",90012
"Same-sex colleges are outdated",91028
"Border is not secure enough",90842
"Queen Elizabeth II should not step down",92460
"Public universities are neglecting in-state students",92230
"Schoold day should be longer",90153
"Christians have created a harmful atmosphere for gays",90567
"Parents should help their children with homework",92755
"US should attack Syria",92941
"We don't need libraries",91308
"The new apps is a way for people to get into popular restaurants",92516
"No, it can't denounce",92607
"Open office layout should be reconsidered",91726
"Home schoolers deserve a tax break",94343
"College should be free",92546
"Veganism is good for everyone",93310
"Home schoolers deserve a tax break",93152
"Miss America is bad for women",91646
"Reality shows are not worse than other TV",93416
"Veganism is good for everyone",90859
"Tenure protects bad teachers",91460
"Legislation should not protect obese",94285
"Internet gambling should be legalized",90929
"Medical websites are dangerous",90425
"Online classes are not the best way to teach",90382
"Ukraine is EU's ally",92769
"Social media encourage romance",90980
"Not to tip",92123
"The new apps is a way for people to get into popular restaurants",94290
"Colorado didn't go too far with pot",92030
